Order Date,Delivery Date,Customer Name,CustomerID,City,Country,Country Code, Cost,Sales,Quantity,Discount,Delivery Cost,MenuID,Course Name,Cuisine Name,Starter Name,Desert Name,Drink,Sides
20/11/2019,01/12/2020,Garek Gearty,427,Nara-shi,Japan,JP,52.08,78.12,2,53.53,8.32,57,Greek salad,Greek,Minestrone,Greek yoghurt,Athens White wine,Tapas
17/08/2021,19/07/2022,Ulick Tebboth,231,Boguchar,Russia,RU,83.99,125.99,1,23,45.1,58,Bean soup,Italian,Tomato bread,Ice cream,Corfu Red Wine,Potato salad
27/02/2022,19/12/2019,Merwin Pikhno,514,Reno,United States,US,69.38,104.07,3,73.09,14.8,59,Pizza,Italian,Falafel,Cheesecake,Italian Coffee,Bruschetta
25/10/2019,09/06/2021,Silas Asson,4,Hupalivka,Ukraine,UA,119.8,179.7,3,20.33,21.93,60,Carbonara,Turkish,Hummus,Affogato,Roma Red wine,Focaccia
26/07/2020,04/01/2021,Pierson Baal,868,Nansheng,China,CN,125,187.5,2,9.12,96.46,49,Kabasa,Greek,Olives,Turkish yoghurt,Ankara White Wine,Meatballs
15/12/2020,13/08/2020,Reta Leipoldt,631,Cibangun Tengah,Indonesia,ID,235,352.5,1,67.77,30.53,50,Shwarma,Italian,Flatbread,Baklava,Turkish Coffee,Fries
13/01/2020,15/10/2019,Joline Cancelier,723,Saint-Claude,France,FR,75,112.5,2,35.44,2.32,51,Greek salad,Italian,Minestrone,Greek yoghurt,Athens White wine,Tapas
18/07/2022,04/02/2021,Sheffield Turbitt,685,Motegi,Japan,JP,220,330,3,31.2,32.21,52,Bean soup,Turkish,Tomato bread,Ice cream,Corfu Red Wine,Potato salad
23/06/2021,02/09/2021,Giustina Thorne,944,Juḩr ad Dīk,Palestinian Territory,PS,320,480,2,61.49,99.85,53,Pizza,Greek,Falafel,Cheesecake,Italian Coffee,Bruschetta
23/06/2020,24/03/2020,Gallagher Benyon,131,Hengli,China,CN,210,315,1,91.14,39.92,54,Carbonara,Italian,Hummus,Affogato,Roma Red wine,Focaccia
19/06/2020,12/05/2020,Sabra Corry,693,Takikawa,Japan,JP,310,465,3,97.48,49.17,55,Kabasa,Italian,Olives,Turkish yoghurt,Ankara White Wine,Meatballs
05/07/2021,26/01/2020,Charline Windrus,931,Huangzhan,China,CN,225,337.5,3,68.89,48.07,56,Shwarma,Turkish,Flatbread,Baklava,Turkish Coffee,Fries
03/10/2020,13/08/2020,Webster Lomax,88,Batelov,Czech Republic,CZ,190,285,2,47.84,40,57,Greek salad,Greek,Minestrone,Greek yoghurt,Athens White wine,Tapas
13/10/2022,18/09/2021,Vincent Boarer,900,Kastsyukovichy,Belarus,BY,98,147,1,94.76,37.08,58,Bean soup,Italian,Tomato bread,Ice cream,Corfu Red Wine,Potato salad
28/01/2021,18/10/2022,Dietrich Feetham,369,Manhiça,Mozambique,MZ,168.27,252.41,2,20,97.27,59,Pizza,Italian,Falafel,Cheesecake,Italian Coffee,Bruschetta
21/06/2022,18/06/2020,Charita Bosworth,961,Pisz,Poland,PL,124.62,186.93,3,15,94.01,60,Carbonara,Turkish,Hummus,Affogato,Roma Red wine,Focaccia
23/01/2022,17/06/2022,Basil Slarke,750,Mamonovo,Russia,RU,144.09,216.14,2,10.52,24.21,49,Kabasa,Greek,Olives,Turkish yoghurt,Ankara White Wine,Meatballs
23/11/2019,10/05/2021,Dicky Van der Son,917,Nizhnyaya Omka,Russia,RU,101.6,152.4,1,11.23,67.14,67,Shwarma,Italian,Olives,Baklava,Turkish Coffee,Fries
21/12/2019,10/04/2020,Kali Avis,797,Rodotópi,Greece,GR,93.13,139.7,3,51.05,77.04,68,Greek salad,Italian,Flatbread,Greek yoghurt,Athens White wine,Tapas
05/08/2021,12/04/2021,Zebedee Spafford,903,Pasirmukti,Indonesia,ID,44.57,66.86,3,89.84,53.91,69,Bean soup,Turkish,Minestrone,Ice cream,Corfu Red Wine,Potato salad
31/05/2021,15/10/2019,Alexandr McGill,282,Miliangju,China,CN,91.84,137.76,2,17.4,82.12,70,Pizza,Greek,Tomato bread,Cheesecake,Italian Coffee,Bruschetta
13/11/2019,06/02/2020,Lulu Hastin,386,Sandaoba,China,CN,133.17,199.76,1,91.41,81.13,71,Carbonara,Italian,Falafel,Affogato,Roma Red wine,Focaccia
09/02/2021,23/07/2020,Ardenia Lobb,867,Muzhijie,China,CN,52.08,78.12,2,9.71,34.47,72,Kabasa,Italian,Hummus,Turkish yoghurt,Ankara White Wine,Meatballs
29/11/2020,09/02/2020,Cissy Blondelle,26,Zhukovskiy,Russia,RU,83.99,125.99,3,80.34,94.12,61,Shwarma,Turkish,Olives,Baklava,Turkish Coffee,Fries
17/09/2022,24/03/2022,Jill O'Sirin,5,Shiogama,Japan,JP,69.38,104.07,2,54.08,60.59,62,Greek salad,Greek,Flatbread,Greek yoghurt,Athens White wine,Tapas
02/10/2021,18/02/2021,Tommi Durham,634,Kertorejo,Indonesia,ID,119.8,179.7,1,98.01,95.67,63,Bean soup,Italian,Minestrone,Ice cream,Corfu Red Wine,Potato salad
04/06/2021,08/04/2020,Adham Heyns,804,Bila Tserkva,Ukraine,UA,125,187.5,3,99.24,98.8,64,Pizza,Italian,Tomato bread,Cheesecake,Italian Coffee,Bruschetta
04/12/2022,02/10/2021,Shandeigh Andreas,347,Silveiros,Portugal,PT,235,352.5,3,30,1.11,65,Carbonara,Turkish,Falafel,Affogato,Roma Red wine,Focaccia
21/10/2019,09/04/2020,Ram Chaudhry,344,Lüderitz,Namibia,NA,75,112.5,2,37.04,34.25,66,Kabasa,Greek,Hummus,Turkish yoghurt,Ankara White Wine,Meatballs
18/06/2021,27/02/2021,Mattie Winyard,123,Baitian,China,CN,220,330,1,24,90.73,67,Shwarma,Italian,Olives,Baklava,Turkish Coffee,Fries
22/04/2020,05/07/2021,Forester Buxcey,566,Biguaçu,Brazil,BR,320,480,2,10,68.1,68,Greek salad,Italian,Flatbread,Greek yoghurt,Athens White wine,Tapas
05/05/2022,27/12/2022,Crysta Garratty,552,Tambong,Philippines,PH,210,315,3,53.53,26.88,69,Bean soup,Turkish,Minestrone,Ice cream,Corfu Red Wine,Potato salad
09/03/2020,24/05/2022,Waylan Grieve,999,Lang,China,CN,310,465,2,23,81.75,70,Pizza,Greek,Tomato bread,Cheesecake,Italian Coffee,Bruschetta
12/04/2022,18/04/2021,Ermina Kitter,463,Dongzaogang,China,CN,225,337.5,1,73.09,34.11,71,Carbonara,Italian,Falafel,Affogato,Roma Red wine,Focaccia
28/06/2020,13/02/2021,Raymond Cranage,534,Tebluru,Indonesia,ID,190,285,3,20.33,40.64,72,Kabasa,Italian,Hummus,Turkish yoghurt,Ankara White Wine,Meatballs
07/01/2021,21/03/2022,Kore Smurfit,293,Gedangan,Indonesia,ID,98,147,3,9.12,42.55,61,Shwarma,Turkish,Olives,Baklava,Turkish Coffee,Fries
30/09/2020,11/08/2020,Desdemona Dobbinson,149,Zaozerne,Ukraine,UA,168.27,252.41,2,67.77,27.72,1,Greek salad,Greek,Olives,Greek yoghurt,Athens White wine,Tapas
01/11/2019,29/01/2022,Elora Eliesco,18,Chişinău,Moldova,MD,124.62,186.93,1,35.44,76.57,2,Bean soup,Italian,Flatbread,Ice cream,Corfu Red Wine,Potato salad
09/05/2020,04/11/2020,Annaliese Cowill,976,Matagalpa,Nicaragua,NI,144.09,216.14,2,31.2,52.89,3,Pizza,Italian,Minestrone,Cheesecake,Italian Coffee,Bruschetta
07/07/2022,21/08/2020,Nadean Elves,904,Pardubice,Czech Republic,CZ,101.6,152.4,3,61.49,33.88,4,Carbonara,Turkish,Tomato bread,Affogato,Roma Red wine,Focaccia
19/06/2021,16/08/2021,Burgess Hancill,471,Mananjary,Madagascar,MG,93.13,139.7,2,91.14,51.49,5,Kabasa,Greek,Falafel,Turkish yoghurt,Ankara White Wine,Meatballs
26/10/2022,02/10/2021,Alvan Winspare,317,Bayanaūyl,Kazakhstan,KZ,44.57,66.86,1,97.48,40.12,6,Shwarma,Italian,Hummus,Baklava,Turkish Coffee,Fries
24/03/2021,17/01/2021,Ethelbert Cordeux,977,Kittilä,Finland,FI,91.84,137.76,3,68.89,79.15,7,Greek salad,Italian,Olives,Greek yoghurt,Athens White wine,Tapas
24/11/2021,22/12/2020,Gilberta Sabberton,321,El Rincón,Panama,PA,133.17,199.76,3,47.84,76.19,8,Bean soup,Turkish,Flatbread,Ice cream,Corfu Red Wine,Potato salad
23/07/2022,19/08/2020,Reginauld Kelemen,328,Paris 01,France,FR,52.08,78.12,2,94.76,88.95,9,Pizza,Greek,Minestrone,Cheesecake,Italian Coffee,Bruschetta
19/06/2021,17/12/2020,Merrill Sawford,136,Nggambel,Indonesia,ID,83.99,125.99,1,20,38.71,10,Carbonara,Italian,Tomato bread,Affogato,Roma Red wine,Focaccia
28/03/2020,15/08/2021,Jackelyn Jacox,612,Biga,Philippines,PH,69.38,104.07,2,15,95.04,11,Kabasa,Italian,Falafel,Turkish yoghurt,Ankara White Wine,Meatballs
30/09/2020,15/04/2022,Rene Garn,150,Ngora,Uganda,UG,119.8,179.7,3,10.52,14.62,12,Shwarma,Turkish,Hummus,Baklava,Turkish Coffee,Fries
14/03/2022,20/10/2020,Araldo Gutman,759,Gunziying,China,CN,125,187.5,2,11.23,97.35,1,Greek salad,Greek,Olives,Greek yoghurt,Athens White wine,Tapas
02/03/2022,19/02/2021,Stewart Keppe,621,Salzburg,Austria,AT,235,352.5,1,51.05,72.19,2,Bean soup,Italian,Flatbread,Ice cream,Corfu Red Wine,Potato salad
19/02/2021,15/11/2021,Fidelity Banham,674,Thap Than,Thailand,TH,75,112.5,3,89.84,32.18,3,Pizza,Italian,Minestrone,Cheesecake,Italian Coffee,Bruschetta
25/07/2021,04/04/2021,Zorana Diggin,55,Baidian,China,CN,220,330,3,17.4,84.32,4,Carbonara,Turkish,Tomato bread,Affogato,Roma Red wine,Focaccia
28/11/2020,17/09/2022,Grenville Bottomore,451,Siliana,Tunisia,TN,320,480,2,91.41,16.43,5,Kabasa,Greek,Falafel,Turkish yoghurt,Ankara White Wine,Meatballs
27/08/2020,14/10/2020,Julina Di Franceschi,558,Liangkou,China,CN,210,315,1,9.71,29.68,6,Shwarma,Italian,Hummus,Baklava,Turkish Coffee,Fries
24/08/2022,31/05/2022,Natty Murt,163,Nyamanari,Gambia,GM,310,465,2,80.34,17.98,7,Greek salad,Italian,Olives,Greek yoghurt,Athens White wine,Tapas
11/06/2022,22/03/2020,Phillipe Ropartz,323,Lukunor,Micronesia,FM,225,337.5,3,54.08,63.49,13,Bean soup,Turkish,Olives,Ice cream,Corfu Red Wine,Potato salad
25/03/2021,09/02/2021,Douglas O' Cloney,713,Buracan,Philippines,PH,190,285,2,98.01,22.11,14,Pizza,Greek,Flatbread,Cheesecake,Italian Coffee,Bruschetta
04/07/2020,08/01/2020,Adrianne Freeland,15,Saint-Leu-la-Forêt,France,FR,98,147,1,99.24,11.59,15,Carbonara,Italian,Minestrone,Affogato,Roma Red wine,Focaccia
15/06/2020,08/11/2020,Maisie Matyushkin,435,Zhenlong,China,CN,168.27,252.41,3,30,21.36,16,Kabasa,Italian,Tomato bread,Turkish yoghurt,Ankara White Wine,Meatballs
29/04/2021,26/01/2022,Lew Allot,285,Quinta da Courela,Portugal,PT,124.62,186.93,3,37.04,79.73,17,Shwarma,Turkish,Falafel,Baklava,Turkish Coffee,Fries
11/02/2021,06/11/2022,Fairfax Seniour,910,Destrnik,Slovenia,SI,144.09,216.14,2,24,15.22,18,Greek salad,Greek,Hummus,Greek yoghurt,Athens White wine,Tapas
08/08/2022,20/08/2021,Vania Gilding,591,Coronel Vivida,Brazil,BR,101.6,152.4,1,10,65.41,19,Bean soup,Italian,Olives,Ice cream,Corfu Red Wine,Potato salad
14/07/2021,23/10/2022,Aime Ferry,937,Sacramento,United States,US,93.13,139.7,2,53.53,2.73,20,Pizza,Italian,Flatbread,Cheesecake,Italian Coffee,Bruschetta
08/01/2022,24/12/2019,Waldo Tomkiss,265,Loivos,Portugal,PT,44.57,66.86,3,23,23.13,21,Carbonara,Turkish,Minestrone,Affogato,Roma Red wine,Focaccia
18/08/2019,01/04/2022,Ely Doodson,577,Xiaji,China,CN,91.84,137.76,2,73.09,1.29,22,Kabasa,Greek,Tomato bread,Turkish yoghurt,Ankara White Wine,Meatballs
17/06/2022,24/03/2021,Cate Pagitt,887,Cancas,Peru,PE,133.17,199.76,1,20.33,95.47,23,Shwarma,Italian,Falafel,Baklava,Turkish Coffee,Fries
29/06/2022,21/06/2020,Johnette Haitlie,160,Biankouma,Ivory Coast,CI,52.08,78.12,3,9.12,68.15,24,Greek salad,Italian,Hummus,Greek yoghurt,Athens White wine,Tapas
20/02/2021,01/07/2020,Aldric Jerman,757,Longtian,China,CN,83.99,125.99,3,67.77,67.86,13,Bean soup,Turkish,Olives,Ice cream,Corfu Red Wine,Potato salad
07/02/2022,25/04/2021,Maybelle Bellows,521,Viking,Canada,CA,69.38,104.07,2,35.44,75.78,14,Pizza,Greek,Flatbread,Cheesecake,Italian Coffee,Bruschetta
27/07/2019,20/04/2022,Merlina Lermit,814,Allentown,United States,US,119.8,179.7,1,31.2,37.47,15,Carbonara,Italian,Minestrone,Affogato,Roma Red wine,Focaccia
02/11/2021,18/02/2021,Livvyy Grombridge,91,Aracruz,Brazil,BR,125,187.5,2,61.49,71.27,16,Kabasa,Italian,Tomato bread,Turkish yoghurt,Ankara White Wine,Meatballs
07/11/2022,07/09/2022,Tibold MacGorley,464,Waiklibang,Indonesia,ID,235,352.5,3,91.14,9.14,17,Shwarma,Turkish,Falafel,Baklava,Turkish Coffee,Fries
27/09/2020,29/01/2022,Madelin Giacomi,254,Marmashen,Armenia,AM,75,112.5,2,97.48,23.55,18,Greek salad,Greek,Hummus,Greek yoghurt,Athens White wine,Tapas
08/07/2020,14/11/2019,Arnie Jay,455,Ulimonong,Indonesia,ID,220,330,1,68.89,49.99,19,Bean soup,Italian,Olives,Ice cream,Corfu Red Wine,Potato salad
30/09/2019,28/11/2019,Berenice Marples,774,Krasnyy Luch,Ukraine,UA,320,480,3,47.84,69.3,25,Pizza,Italian,Olives,Cheesecake,Italian Coffee,Bruschetta
04/06/2020,12/12/2022,Marys Offen,720,Oberá,Argentina,AR,210,315,3,94.76,45.19,26,Carbonara,Turkish,Flatbread,Affogato,Roma Red wine,Focaccia
13/01/2021,10/08/2020,Dacey Witherden,927,General José de San Martín,Argentina,AR,310,465,2,20,95.17,27,Kabasa,Greek,Minestrone,Turkish yoghurt,Ankara White Wine,Meatballs
20/05/2020,01/10/2022,Chloette Pyke,606,Hexing,China,CN,225,337.5,1,15,12.29,28,Shwarma,Italian,Tomato bread,Baklava,Turkish Coffee,Fries
11/08/2020,23/03/2021,Kameko Cockton,915,Bang Rak,Thailand,TH,190,285,2,10.52,71.09,29,Greek salad,Italian,Falafel,Greek yoghurt,Athens White wine,Tapas
04/07/2020,26/04/2022,Rayner Lukianovich,252,Dampit,Indonesia,ID,98,147,3,11.23,2.96,30,Bean soup,Turkish,Hummus,Ice cream,Corfu Red Wine,Potato salad
29/05/2020,04/02/2022,Donella Tomasini,399,Tromsø,Norway,NO,168.27,252.41,2,51.05,12.42,31,Pizza,Greek,Olives,Cheesecake,Italian Coffee,Bruschetta
24/11/2022,22/01/2022,Dennison Qusklay,778,Mont-de-Marsan,France,FR,124.62,186.93,1,89.84,28.42,32,Carbonara,Italian,Flatbread,Affogato,Roma Red wine,Focaccia
13/06/2021,15/07/2022,Orel Gawthrope,327,Ḩawsh ‘Īsá,Egypt,EG,144.09,216.14,3,17.4,48.27,33,Kabasa,Italian,Minestrone,Turkish yoghurt,Ankara White Wine,Meatballs
23/01/2021,16/09/2021,Harriett O'Sirin,367,Aveiras de Cima,Portugal,PT,101.6,152.4,3,91.41,15.31,34,Shwarma,Turkish,Tomato bread,Baklava,Turkish Coffee,Fries
22/02/2020,01/06/2020,Mona Rudwell,158,Obiaruku Quarters,Nigeria,NG,93.13,139.7,2,9.71,53.96,35,Greek salad,Greek,Falafel,Greek yoghurt,Athens White wine,Tapas
09/01/2022,05/06/2020,Britta Barday,200,Mersam,Indonesia,ID,44.57,66.86,1,80.34,63.3,36,Bean soup,Italian,Hummus,Ice cream,Corfu Red Wine,Potato salad
01/05/2022,20/03/2020,Zita Coldbath,139,Zala,China,CN,91.84,137.76,2,54.08,69.98,25,Pizza,Italian,Olives,Cheesecake,Italian Coffee,Bruschetta
01/01/2020,24/08/2021,Phillis Denley,675,Lawonda,Indonesia,ID,133.17,199.76,3,98.01,5.11,26,Carbonara,Turkish,Flatbread,Affogato,Roma Red wine,Focaccia
09/08/2020,11/11/2022,Sandor Barradell,751,Cangkreng,Indonesia,ID,52.08,78.12,2,99.24,2.44,27,Kabasa,Greek,Minestrone,Turkish yoghurt,Ankara White Wine,Meatballs
12/11/2020,11/12/2022,Rowena Santori,668,Kłomnice,Poland,PL,83.99,125.99,1,30,88.13,28,Shwarma,Italian,Tomato bread,Baklava,Turkish Coffee,Fries
29/07/2021,05/06/2022,Licha Verden,865,Manaus,Brazil,BR,69.38,104.07,3,37.04,45.1,29,Greek salad,Italian,Falafel,Greek yoghurt,Athens White wine,Tapas
03/10/2019,27/04/2021,Anabelle Dominelli,971,Kalávryta,Greece,GR,119.8,179.7,3,24,82.69,30,Bean soup,Turkish,Hummus,Ice cream,Corfu Red Wine,Potato salad
29/07/2020,15/01/2020,Philomena Petracchi,61,Sosnovka,Russia,RU,125,187.5,2,10,83.03,31,Pizza,Greek,Olives,Cheesecake,Italian Coffee,Bruschetta
25/04/2020,17/11/2022,Annaliese Brunsden,261,Düsseldorf,Germany,DE,235,352.5,1,53.53,84.78,37,Carbonara,Italian,Olives,Affogato,Roma Red wine,Focaccia
22/06/2022,30/12/2021,Kym Lepard,345,Vales,Portugal,PT,75,112.5,2,23,31.42,38,Kabasa,Italian,Flatbread,Turkish yoghurt,Ankara White Wine,Meatballs
11/09/2021,30/05/2021,Haily Izakoff,380,Villiers,South Africa,ZA,220,330,3,73.09,62.45,39,Shwarma,Turkish,Minestrone,Baklava,Turkish Coffee,Fries
11/09/2020,05/12/2021,Junie Older,869,Shīrvān,Iran,IR,320,480,2,20.33,87.14,40,Greek salad,Greek,Tomato bread,Greek yoghurt,Athens White wine,Tapas
30/05/2021,30/12/2021,Currie Fidell,676,Kasangulu,Democratic Republic of the Congo,CD,210,315,1,9.12,7.61,41,Bean soup,Italian,Falafel,Ice cream,Corfu Red Wine,Potato salad
25/04/2020,11/12/2020,Estele Schultze,575,Tisul’,Russia,RU,310,465,3,67.77,35.76,42,Pizza,Italian,Hummus,Cheesecake,Italian Coffee,Bruschetta
21/03/2021,28/03/2022,Ber Dillet,590,Trinity Ville,Jamaica,JM,225,337.5,3,35.44,80.41,43,Carbonara,Turkish,Olives,Affogato,Roma Red wine,Focaccia
27/09/2022,19/07/2021,Merill Leyninye,348,Ustrzyki Dolne,Poland,PL,190,285,2,31.2,54.17,44,Kabasa,Greek,Flatbread,Turkish yoghurt,Ankara White Wine,Meatballs
27/04/2022,12/08/2022,Herve Tunmore,382,Raffingora,Zimbabwe,ZW,98,147,1,61.49,75,45,Shwarma,Italian,Minestrone,Baklava,Turkish Coffee,Fries
01/08/2020,05/03/2022,Armstrong Collerd,689,Lallayug,Philippines,PH,168.27,252.41,2,91.14,86.7,46,Greek salad,Italian,Tomato bread,Greek yoghurt,Athens White wine,Tapas
23/09/2022,08/03/2020,Allyce Mantione,709,Tosno,Russia,RU,124.62,186.93,3,97.48,97.38,47,Bean soup,Turkish,Falafel,Ice cream,Corfu Red Wine,Potato salad
03/11/2022,18/12/2022,Sue Voyce,792,Datong,China,CN,144.09,216.14,2,68.89,5.5,48,Pizza,Greek,Hummus,Cheesecake,Italian Coffee,Bruschetta
25/06/2020,09/12/2020,Teriann Olivari,429,Assiniboia,Canada,CA,101.6,152.4,1,47.84,85.02,37,Carbonara,Italian,Olives,Affogato,Roma Red wine,Focaccia
20/07/2020,23/10/2020,Dalila Baldree,618,Adamstown,Pitcairn,PN,93.13,139.7,3,94.76,37.31,38,Kabasa,Italian,Flatbread,Turkish yoghurt,Ankara White Wine,Meatballs
24/05/2022,06/03/2022,Becki Bonsall,605,Shanglaxiu,China,CN,44.57,66.86,3,20,88.46,39,Shwarma,Turkish,Minestrone,Baklava,Turkish Coffee,Fries
18/11/2020,29/08/2021,Valma Brideau,755,Nizhniy Tsasuchey,Russia,RU,91.84,137.76,2,15,40.45,40,Greek salad,Greek,Tomato bread,Greek yoghurt,Athens White wine,Tapas
04/04/2022,01/12/2020,Zach Bondley,132,Lampa,Indonesia,ID,133.17,199.76,1,10.52,82,41,Bean soup,Italian,Falafel,Ice cream,Corfu Red Wine,Potato salad
06/09/2021,22/10/2020,Katherine Midson,85,Tomaševac,Serbia,RS,52.08,78.12,2,11.23,19.23,42,Pizza,Italian,Hummus,Cheesecake,Italian Coffee,Bruschetta
01/04/2021,23/12/2022,Alisander Cornelisse,530,Prokhorovka,Russia,RU,83.99,125.99,3,51.05,23.7,43,Carbonara,Turkish,Olives,Affogato,Roma Red wine,Focaccia
02/04/2020,01/03/2020,Fax Rojahn,610,Fukiage-fujimi,Japan,JP,69.38,104.07,2,89.84,33.39,49,Kabasa,Greek,Olives,Turkish yoghurt,Ankara White Wine,Meatballs
27/10/2021,07/02/2022,Hymie Meadowcroft,650,Arias,Argentina,AR,119.8,179.7,1,17.4,50.68,50,Shwarma,Italian,Flatbread,Baklava,Turkish Coffee,Fries
21/02/2022,17/04/2022,Steffie Slemmonds,440,Sangba,China,CN,125,187.5,3,91.41,41.52,51,Greek salad,Italian,Minestrone,Greek yoghurt,Athens White wine,Tapas
10/01/2020,23/12/2019,Melessa Lecordier,445,Gradishtë,Albania,AL,235,352.5,3,9.71,67.13,52,Bean soup,Turkish,Tomato bread,Ice cream,Corfu Red Wine,Potato salad
19/08/2022,21/05/2020,Gardy Neljes,970,Ihuari,Peru,PE,75,112.5,2,80.34,47.99,53,Pizza,Greek,Falafel,Cheesecake,Italian Coffee,Bruschetta
16/07/2019,22/08/2022,Chrotoem Estevez,75,Ayabaca,Peru,PE,220,330,1,54.08,22.97,54,Carbonara,Italian,Hummus,Affogato,Roma Red wine,Focaccia
13/10/2020,06/01/2023,Cori Percifer,911,El Limon,Mexico,MX,320,480,2,98.01,62.99,55,Kabasa,Italian,Olives,Turkish yoghurt,Ankara White Wine,Meatballs
12/03/2020,29/06/2020,Melisse Southeran,6,Pohrebyshche,Ukraine,UA,210,315,3,99.24,80.79,56,Shwarma,Turkish,Flatbread,Baklava,Turkish Coffee,Fries
23/10/2022,09/11/2022,Maressa Fruish,870,Wāling,Nepal,NP,310,465,2,30,6.88,57,Greek salad,Greek,Minestrone,Greek yoghurt,Athens White wine,Tapas
30/01/2021,20/09/2021,Moishe Constant,570,Grudë-Fushë,Albania,AL,225,337.5,1,37.04,79.07,58,Bean soup,Italian,Tomato bread,Ice cream,Corfu Red Wine,Potato salad
29/09/2019,10/12/2021,Jakie Bullan,785,Taboão da Serra,Brazil,BR,190,285,3,24,18.74,59,Pizza,Italian,Falafel,Cheesecake,Italian Coffee,Bruschetta
18/05/2020,14/02/2021,Deloria Hannen,881,Alebtong,Uganda,UG,98,147,3,10,15.15,60,Carbonara,Turkish,Hummus,Affogato,Roma Red wine,Focaccia
25/06/2022,14/08/2020,Lucho McGerraghty,329,Dangbigih,Indonesia,ID,168.27,252.41,2,53.53,39.81,49,Kabasa,Greek,Olives,Turkish yoghurt,Ankara White Wine,Meatballs
02/09/2021,15/09/2020,Dwain Eccott,268,Kallar Kahār,Pakistan,PK,124.62,186.93,1,23,22.93,50,Shwarma,Italian,Flatbread,Baklava,Turkish Coffee,Fries
23/11/2022,09/01/2022,Jerome Ovitts,696,Guanagazapa,Guatemala,GT,144.09,216.14,2,73.09,69.65,51,Greek salad,Italian,Minestrone,Greek yoghurt,Athens White wine,Tapas
04/06/2020,04/02/2020,Janith Bowra,423,Geidam,Nigeria,NG,101.6,152.4,3,20.33,46.94,52,Bean soup,Turkish,Tomato bread,Ice cream,Corfu Red Wine,Potato salad
27/04/2022,20/09/2020,Essy Licence,292,Toledo,Philippines,PH,93.13,139.7,2,9.12,22.59,53,Pizza,Greek,Falafel,Cheesecake,Italian Coffee,Bruschetta
22/07/2022,12/05/2020,Rosaleen Ionnisian,974,Qŭrghontepa,Uzbekistan,UZ,44.57,66.86,1,67.77,31.08,54,Carbonara,Italian,Hummus,Affogato,Roma Red wine,Focaccia
01/11/2020,08/02/2021,Titos Edgcumbe,850,Katoúna,Greece,GR,91.84,137.76,3,35.44,41.56,55,Kabasa,Italian,Olives,Turkish yoghurt,Ankara White Wine,Meatballs
21/06/2021,27/11/2020,Sullivan Eddoes,271,Barqueiro,Portugal,PT,133.17,199.76,3,31.2,27.66,61,Shwarma,Turkish,Olives,Baklava,Turkish Coffee,Fries
18/07/2020,30/11/2021,Flem Haibel,177,Koesan,South Korea,KR,52.08,78.12,2,61.49,56.36,62,Greek salad,Greek,Flatbread,Greek yoghurt,Athens White wine,Tapas
20/08/2022,15/12/2020,Gualterio Backshall,49,Telêmaco Borba,Brazil,BR,83.99,125.99,1,91.14,19.52,63,Bean soup,Italian,Minestrone,Ice cream,Corfu Red Wine,Potato salad
02/12/2021,14/11/2020,Chauncey Barrott,775,Langpas,Philippines,PH,69.38,104.07,2,97.48,58.53,64,Pizza,Italian,Tomato bread,Cheesecake,Italian Coffee,Bruschetta
05/04/2022,22/07/2020,Lana Boyne,335,Jinshi,China,CN,119.8,179.7,3,68.89,62.25,65,Carbonara,Turkish,Falafel,Affogato,Roma Red wine,Focaccia
03/08/2021,26/12/2021,Mickie Alred,579,Inashiki,Japan,JP,125,187.5,2,47.84,4.39,66,Kabasa,Greek,Hummus,Turkish yoghurt,Ankara White Wine,Meatballs
26/09/2019,10/11/2022,Kellyann Sambells,246,Brongkalan,Indonesia,ID,235,352.5,1,94.76,93.67,67,Shwarma,Italian,Olives,Baklava,Turkish Coffee,Fries
20/09/2020,19/02/2022,Alexia Candelin,991,Vihti,Finland,FI,75,112.5,3,20,24.52,68,Greek salad,Italian,Flatbread,Greek yoghurt,Athens White wine,Tapas
05/09/2019,17/12/2020,Bianka McLanaghan,627,Sangkulirang,Indonesia,ID,220,330,3,15,10.59,69,Bean soup,Turkish,Minestrone,Ice cream,Corfu Red Wine,Potato salad
24/05/2021,29/12/2022,Pansie Alldis,494,Złotniki,Poland,PL,320,480,2,10.52,22.25,70,Pizza,Greek,Tomato bread,Cheesecake,Italian Coffee,Bruschetta
29/09/2021,30/10/2020,Olly Dobbinson,20,Lukovë,Albania,AL,210,315,1,11.23,61.96,71,Carbonara,Italian,Falafel,Affogato,Roma Red wine,Focaccia
17/08/2020,30/04/2020,Hale Danilchik,169,Kaducondong,Indonesia,ID,310,465,2,51.05,32.94,72,Kabasa,Italian,Hummus,Turkish yoghurt,Ankara White Wine,Meatballs
19/08/2022,01/10/2020,Sandy Rubinowicz,273,Guilin,China,CN,225,337.5,3,89.84,72.56,61,Shwarma,Turkish,Olives,Baklava,Turkish Coffee,Fries
25/08/2019,14/09/2022,Lucais Sewards,580,Meishan,China,CN,190,285,2,17.4,35.68,62,Greek salad,Greek,Flatbread,Greek yoghurt,Athens White wine,Tapas
23/10/2020,24/06/2022,Joye MacHostie,905,Novoye Leushino,Russia,RU,98,147,1,91.41,56.88,63,Bean soup,Italian,Minestrone,Ice cream,Corfu Red Wine,Potato salad
11/12/2019,28/09/2022,Celinda Mamwell,662,Lela,Indonesia,ID,168.27,252.41,3,9.71,43.48,64,Pizza,Italian,Tomato bread,Cheesecake,Italian Coffee,Bruschetta
